,lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
245,Compliance-Audit,vpn-0388274,2026-06,620.4,0.0,0.0,314.496,VPN Gateway,Site-to-site VPN
246,Compliance-Audit,rds-10d0202,2026-06,662.64,460.2,0.0,1702.752,RDS,db.r5.xlarge PostgreSQL primary
247,Internal-Tools,s3-07a6794,2026-06,0.0,4861.92,7778948.399999999,354.924,S3,Media content bucket
248,Data-Science,i-0cfd292,2026-06,1031.76,0.0,0.0,894.852,EC2,t3.large application server
249,Edge-Network,s3-0719478,2026-06,0.0,60.35999999999999,30181408.8,196.164,S3,Static website hosting
250,Edge-Network,sns-04ef293,2026-06,0.0,0.0,13797813.6,6.8999999999999995,SNS,Alert notifications
251,ML-Training,kin-1087550,2026-06,981.72,0.0,40905535.199999996,597.216,Kinesis,Data stream ingestion
252,Data-Science,ddb-0144483,2026-06,1007.04,69.96,111895248.0,786.7679999999999,DynamoDB,Session store table
253,QA-Testing,lam-09f6339,2026-06,0.0,0.0,5795648.399999999,40.85999999999999,Lambda,Image resizer
254,Internal-Tools,elb-0947447,2026-06,1209.48,0.0,16799564.4,244.608,ELB,Classic load balancer
255,Customer-Portal,ses-06a2688,2026-06,0.0,0.0,697786.7999999999,0.84,SES,Marketing email
256,Production-Secondary,s3-0077408,2026-06,0.0,6785.16,10856259.6,495.31199999999995,S3,Media content bucket
257,Internal-Tools,s3-02bc563,2026-06,0.0,4339.44,2169711.6,162.732,S3,Analytics export bucket
258,QA-Testing,lam-0bd8325,2026-06,0.0,0.0,42501258.0,295.38,Lambda,API gateway handler
259,Internal-Tools,s3-0827332,2026-06,0.0,50.879999999999995,25448906.4,165.42,S3,Static website hosting
260,Edge-Network,s3-031b847,2026-06,0.0,71.39999999999999,35672192.4,231.86399999999998,S3,Static website hosting
261,Mobile-Backend,ebs-04fd975,2026-06,0.0,4806.96,0.0,216.324,EBS,st1 volumes archive
262,QA-Testing,lam-03e0492,2026-06,0.0,0.0,18966037.2,132.768,Lambda,Event processor
263,Finance-Systems,elb-098a560,2026-06,903.4799999999999,0.0,37642519.199999996,274.044,ELB,Application load balancer
264,DevOps-Central,ec-00cb370,2026-06,983.1599999999999,0.0,0.0,707.8439999999999,ElastiCache,Redis production cluster
265,Security-Ops,lam-0179437,2026-06,0.0,0.0,33633163.199999996,235.428,Lambda,Data transformer
266,ML-Training,lam-117f789,2026-06,0.0,0.0,17040708.0,119.28,Lambda,Notification dispatcher
267,Edge-Network,vpn-0a60326,2026-06,643.68,0.0,0.0,326.352,VPN Gateway,Site-to-site VPN
268,Marketing-Platform,ec-0bd0408,2026-06,868.1999999999999,0.0,0.0,625.068,ElastiCache,Redis production cluster
269,Production-Main,lam-10c9218,2026-06,0.0,0.0,5535967.2,38.76,Lambda,Notification dispatcher
270,Internal-Tools,ec-0992806,2026-06,576.0,0.0,0.0,414.63599999999997,ElastiCache,Redis production cluster
271,Production-Main,i-0bac739,2026-06,442.32,0.0,0.0,1282.7160000000001,EC2,c5.2xlarge HPC node
272,Partner-Integration,elb-0700448,2026-06,586.4399999999999,0.0,24436291.2,177.9,ELB,Application load balancer
273,Shared-Services,s3-019c253,2026-06,0.0,2552.88,15317248.799999999,638.22,S3,Production asset storage
274,Finance-Systems,s3-0dbf295,2026-06,0.0,6068.28,9709357.2,442.992,S3,Media content bucket
275,Internal-Tools,ec-08ee362,2026-06,622.8,0.0,0.0,448.332,ElastiCache,Redis production cluster
276,ML-Training,lam-089f792,2026-06,0.0,0.0,57477355.199999996,399.47999999999996,Lambda,API gateway handler
277,Edge-Network,rds-0f71882,2026-06,625.1999999999999,434.16,0.0,1606.356,RDS,db.r5.xlarge PostgreSQL primary
278,Internal-Tools,elb-02b9187,2026-06,1161.6,0.0,80662996.8,503.34,ELB,Network load balancer
279,Marketing-Platform,sm-0b6e297,2026-06,0.0,0.0,1048694.4,4.188,Secrets Manager,Application secrets
280,Production-Secondary,elb-0937293,2026-06,865.8,0.0,36076262.4,262.632,ELB,Application load balancer
281,Shared-Services,rds-0c77272,2026-06,693.3599999999999,192.6,0.0,625.8599999999999,RDS,db.t3.large development DB
282,Compliance-Audit,vpn-0689714,2026-06,542.16,0.0,0.0,274.81199999999995,VPN Gateway,Site-to-site VPN
283,Compliance-Audit,i-042e877,2026-06,747.24,0.0,0.0,1295.256,EC2,r5.xlarge cache server
284,Shared-Services,nat-04f3423,2026-06,792.4799999999999,0.0,0.0,361.60799999999995,NAT Gateway,Production VPC NAT
285,Finance-Systems,rds-0766891,2026-06,733.56,1018.8,0.0,3260.052,RDS,db.r5.2xlarge Aurora cluster
286,Production-Main,cf-0003320,2026-06,0.0,0.0,128809430.39999999,644.052,CloudFront,CDN media distribution
287,Customer-Portal,i-0bd7434,2026-06,741.12,0.0,0.0,54.096,EC2,t3.micro bastion host
288,Marketing-Platform,lam-063a502,2026-06,0.0,0.0,23160062.4,162.11999999999998,Lambda,Data transformer
289,Mobile-Backend,kin-056c185,2026-06,836.28,0.0,34843668.0,508.716,Kinesis,Data stream ingestion
290,Production-Main,i-04f1220,2026-06,790.0799999999999,0.0,0.0,2738.7,EC2,m5.2xlarge batch processor
291,Security-Ops,vpn-0d67108,2026-06,741.12,0.0,0.0,187.84799999999998,VPN Gateway,Client VPN endpoint
292,Edge-Network,s3-0ea4486,2026-06,0.0,17354.64,173545.19999999998,399.156,S3,Backup storage bucket
293,Internal-Tools,ebs-05fb936,2026-06,0.0,1595.88,0.0,199.488,EBS,gp3 volumes production
294,Compliance-Audit,s3-0b6b490,2026-06,0.0,4779.599999999999,2389758.0,179.232,S3,Analytics export bucket
295,Edge-Network,s3-06ff262,2026-06,0.0,1204.8,2409667.1999999997,105.408,S3,Artifact storage
296,Finance-Systems,s3-0a14417,2026-06,0.0,8087.52,80875.2,186.01199999999997,S3,Backup storage bucket
297,Compliance-Audit,ecs-0387740,2026-06,551.52,0.0,0.0,1006.5719999999999,ECS,Fargate worker cluster
298,QA-Testing,lam-10dd814,2026-06,0.0,0.0,3848978.4,26.939999999999998,Lambda,Webhook processor
299,Marketing-Platform,ddb-0bfd934,2026-06,786.0,54.6,87335350.8,614.076,DynamoDB,Session store table
300,Shared-Services,rds-04e1616,2026-06,792.3599999999999,220.08,0.0,715.2599999999999,RDS,db.t3.large development DB
301,Mobile-Backend,ebs-10e8663,2026-06,0.0,3440.4,0.0,154.824,EBS,st1 volumes archive
302,Production-Main,ecs-0bb3908,2026-06,438.59999999999997,0.0,0.0,800.304,ECS,Fargate worker cluster
303,Internal-Tools,ses-02a7914,2026-06,0.0,0.0,763964.4,0.9119999999999999,SES,Marketing email
304,Compliance-Audit,s3-038f677,2026-06,0.0,4629.48,2314718.4,173.60399999999998,S3,Analytics export bucket
305,Customer-Portal,i-028f489,2026-06,959.1599999999999,0.0,0.0,831.924,EC2,t3.large application server
306,Edge-Network,sns-0bbd511,2026-06,0.0,0.0,16502236.799999999,8.256,SNS,Alert notifications
307,Finance-Systems,s3-09d3333,2026-06,0.0,11409.84,713116.7999999999,285.23999999999995,S3,Log archive bucket
308,Compliance-Audit,i-0e90994,2026-06,828.84,0.0,0.0,718.332,EC2,m5.large monitoring server
309,ML-Training,rds-1056958,2026-06,747.3599999999999,830.4,0.0,1743.78,RDS,db.m5.xlarge analytics DB
310,Marketing-Platform,ec-07ee977,2026-06,804.24,0.0,0.0,579.06,ElastiCache,Redis production cluster
311,QA-Testing,elb-1159984,2026-06,792.24,0.0,11002575.6,160.18800000000002,ELB,Classic load balancer
312,Edge-Network,elb-0512305,2026-06,983.8799999999999,0.0,13663729.2,198.94799999999998,ELB,Classic load balancer
313,Marketing-Platform,ddb-0fdb347,2026-06,668.52,46.559999999999995,74283951.6,522.312,DynamoDB,Session store table
314,Production-Secondary,elb-05c2651,2026-06,788.64,0.0,32859694.799999997,239.21999999999997,ELB,Application load balancer
315,ML-Training,lam-0fbc967,2026-06,0.0,0.0,61495809.599999994,427.404,Lambda,API gateway handler
316,Compliance-Audit,i-0c4f200,2026-06,1079.04,0.0,0.0,78.78,EC2,t3.micro bastion host
317,Production-Main,lam-1143684,2026-06,0.0,0.0,46885664.4,328.212,Lambda,Data transformer
318,Internal-Tools,lam-0d49445,2026-06,0.0,0.0,25583385.599999998,179.076,Lambda,Data transformer
319,Marketing-Platform,ec-09a2710,2026-06,861.4799999999999,0.0,0.0,620.244,ElastiCache,Redis production cluster
320,Production-Secondary,elb-0ab7130,2026-06,680.7599999999999,0.0,28363549.2,206.48399999999998,ELB,Application load balancer
321,Shared-Services,rds-01a1956,2026-06,642.84,446.4,0.0,1272.18,RDS,db.r5.large PostgreSQL replica
322,Production-Secondary,elb-08b6221,2026-06,863.7599999999999,0.0,35988122.4,261.996,ELB,Application load balancer
323,Internal-Tools,ec-04d3686,2026-06,575.88,0.0,0.0,414.61199999999997,ElastiCache,Redis production cluster
324,Marketing-Platform,eks-01d3629,2026-06,443.28,0.0,0.0,1329.804,EKS,Staging K8s cluster
325,Mobile-Backend,sqs-05af649,2026-06,0.0,0.0,399162.0,0.20400000000000001,SQS,Dead letter queue
326,Compliance-Audit,rds-0513820,2026-06,712.32,494.76,0.0,1830.528,RDS,db.r5.xlarge PostgreSQL primary
327,Customer-Portal,ses-117c830,2026-06,0.0,0.0,838102.7999999999,1.02,SES,Marketing email
328,ML-Training,sns-0366281,2026-06,0.0,0.0,11262375.6,5.628,SNS,Alert notifications
329,Marketing-Platform,rds-0420438,2026-06,512.4,142.44,0.0,604.932,RDS,db.t3.medium MySQL staging
330,Compliance-Audit,s3-0477403,2026-06,0.0,888.24,1776493.2,77.72399999999999,S3,Artifact storage
331,Compliance-Audit,elb-0d71740,2026-06,527.88,0.0,36656182.8,228.732,ELB,Network load balancer
332,QA-Testing,ses-06cb257,2026-06,0.0,0.0,2889794.4,3.468,SES,Transactional email
333,Compliance-Audit,rds-0393803,2026-06,1188.84,825.6,0.0,2352.852,RDS,db.r5.large PostgreSQL replica
334,Compliance-Audit,i-07a7252,2026-06,977.1599999999999,0.0,0.0,846.924,EC2,m5.large monitoring server
335,DevOps-Central,ddb-00ce395,2026-06,624.6,86.75999999999999,130112620.8,975.84,DynamoDB,Cache table
336,Security-Ops,vpn-017d779,2026-06,654.12,0.0,0.0,165.792,VPN Gateway,Client VPN endpoint
337,Security-Ops,ecs-0658518,2026-06,193.08,0.0,0.0,352.464,ECS,Fargate batch cluster
338,ML-Training,i-0dc9655,2026-06,778.32,0.0,0.0,2698.212,EC2,r5.2xlarge database server
339,Customer-Portal,elb-0286969,2026-06,947.52,0.0,39480736.8,287.424,ELB,Application load balancer
340,Production-Main,lam-0009821,2026-06,0.0,0.0,39749274.0,278.24399999999997,Lambda,Data transformer
341,Partner-Integration,rs-03c6136,2026-06,0.0,0.0,5830754.399999999,291.53999999999996,Redshift,Spectrum queries
342,Security-Ops,ecs-101c745,2026-06,581.64,0.0,0.0,1061.58,ECS,Fargate worker cluster
343,Marketing-Platform,r53-0d41208,2026-06,0.0,0.0,55934112.0,83.892,Route 53,DNS hosting
344,Internal-Tools,lam-0b1d283,2026-06,0.0,0.0,10552048.799999999,73.86,Lambda,Notification dispatcher
345,Edge-Network,s3-101a960,2026-06,0.0,15560.759999999998,155605.19999999998,357.9,S3,Backup storage bucket
346,Customer-Portal,vpn-0f7d948,2026-06,1681.2,0.0,0.0,426.144,VPN Gateway,Client VPN endpoint
347,Production-Main,lam-08ec165,2026-06,0.0,0.0,40887848.4,286.212,Lambda,Data transformer
348,Compliance-Audit,kin-0fd9497,2026-06,898.92,0.0,37450297.199999996,546.78,Kinesis,Data stream ingestion
349,ML-Training,rs-1151520,2026-06,737.88,2049.84,0.0,3741.0719999999997,Redshift,Data warehouse cluster
350,Data-Science,nat-0602814,2026-06,603.36,0.0,0.0,137.652,NAT Gateway,Staging VPC NAT
351,Edge-Network,elb-060d300,2026-06,1058.76,0.0,14704914.0,214.10399999999998,ELB,Classic load balancer
352,Marketing-Platform,rs-0db7790,2026-06,0.0,0.0,8328904.8,416.436,Redshift,Spectrum queries
353,DevOps-Central,kin-0bc2586,2026-06,1150.6799999999998,0.0,31964524.799999997,466.692,Kinesis,Firehose delivery
354,Finance-Systems,s3-109f584,2026-06,0.0,14759.52,2951901.6,516.576,S3,Data lake raw zone
355,QA-Testing,lam-0cce559,2026-06,0.0,0.0,5420073.6,38.196,Lambda,Image resizer
356,Marketing-Platform,ddb-0c73535,2026-06,607.0799999999999,8.4,4216116.0,73.788,DynamoDB,Config store table
357,Customer-Portal,vpn-0d53194,2026-06,1070.1599999999999,0.0,0.0,271.236,VPN Gateway,Client VPN endpoint
358,Data-Science,rds-0135326,2026-06,878.16,975.72,0.0,2049.0719999999997,RDS,db.m5.xlarge analytics DB
359,Internal-Tools,sqs-02af753,2026-06,0.0,0.0,64550050.8,32.279999999999994,SQS,Order processing queue
360,Production-Secondary,i-0f80736,2026-06,1506.48,0.0,0.0,1306.6560000000002,EC2,t3.large application server
361,Production-Secondary,i-007d734,2026-06,754.68,0.0,0.0,2616.372,EC2,m5.2xlarge batch processor
362,Customer-Portal,elb-04a4272,2026-06,955.68,0.0,13274530.799999999,193.272,ELB,Classic load balancer
363,Internal-Tools,ec-0940670,2026-06,582.72,0.0,0.0,419.508,ElastiCache,Redis production cluster
364,Edge-Network,ebs-0314161,2026-06,0.0,204.23999999999998,0.0,25.536,EBS,gp3 volumes staging
365,Finance-Systems,s3-0d74264,2026-06,0.0,9488.52,94884.0,218.232,S3,Backup storage bucket
366,Compliance-Audit,i-1059858,2026-06,1019.04,0.0,0.0,883.2479999999999,EC2,m5.large monitoring server
367,Partner-Integration,rds-056b126,2026-06,1095.24,760.56,0.0,2167.56,RDS,db.r5.large PostgreSQL replica
368,Compliance-Audit,rs-0ab9836,2026-06,786.12,2183.52,0.0,3984.852,Redshift,Data warehouse cluster
369,Finance-Systems,s3-0591832,2026-06,0.0,6647.04,10635392.4,485.24399999999997,S3,Media content bucket
370,Data-Science,i-013c432,2026-06,702.3599999999999,0.0,0.0,2434.764,EC2,m5.2xlarge batch processor
371,ML-Training,rs-0363157,2026-06,627.72,1743.7199999999998,0.0,3182.4,Redshift,Data warehouse cluster
372,Edge-Network,ebs-0f39725,2026-06,0.0,158.16,0.0,19.776,EBS,gp3 volumes staging
373,Finance-Systems,rds-0f26468,2026-06,984.9599999999999,1094.52,0.0,2298.408,RDS,db.m5.xlarge analytics DB
374,ML-Training,rs-1068403,2026-06,626.52,1740.36,0.0,3176.28,Redshift,Data warehouse cluster
375,Compliance-Audit,s3-0864751,2026-06,0.0,15724.079999999998,3144811.1999999997,550.3439999999999,S3,Data lake raw zone
376,Internal-Tools,lam-02c7649,2026-06,0.0,0.0,1511581.2,11.339999999999998,Lambda,Cron job runner
377,Internal-Tools,s3-102e326,2026-06,0.0,5190.96,8305284.0,378.924,S3,Media content bucket
378,Internal-Tools,ses-02a8789,2026-06,0.0,0.0,3015675.6,3.6239999999999997,SES,Transactional email
379,Marketing-Platform,rds-0dec903,2026-06,815.64,566.4,0.0,1614.264,RDS,db.r5.large PostgreSQL replica
380,Partner-Integration,rs-0af6242,2026-06,799.1999999999999,2220.0,0.0,4051.608,Redshift,Data warehouse cluster
381,Edge-Network,sns-065d432,2026-06,0.0,0.0,13756183.2,6.876,SNS,Alert notifications
382,Partner-Integration,elb-0534422,2026-06,584.16,0.0,24340435.2,177.19199999999998,ELB,Application load balancer
383,Compliance-Audit,sns-07bc236,2026-06,0.0,0.0,21495494.4,10.739999999999998,SNS,Event fanout topic
384,Customer-Portal,i-0292184,2026-06,1036.08,0.0,0.0,897.948,EC2,m5.large monitoring server
385,Finance-Systems,eks-0458148,2026-06,1265.88,0.0,0.0,3797.556,EKS,Production K8s cluster
386,Marketing-Platform,ddb-01d9664,2026-06,723.4799999999999,50.279999999999994,80391488.39999999,565.248,DynamoDB,Session store table
387,Compliance-Audit,elb-0755271,2026-06,1000.8,0.0,41699178.0,303.56399999999996,ELB,Application load balancer
388,Compliance-Audit,vpn-113e883,2026-06,759.72,0.0,0.0,192.576,VPN Gateway,Client VPN endpoint
389,Customer-Portal,s3-09c9825,2026-06,0.0,25967.280000000002,5193457.2,908.856,S3,Data lake raw zone
390,Edge-Network,sns-10c8578,2026-06,0.0,0.0,12198001.2,6.096,SNS,Alert notifications
391,Marketing-Platform,ddb-0f33123,2026-06,732.4799999999999,50.879999999999995,81393829.2,572.304,DynamoDB,Session store table
392,Production-Main,r53-0407779,2026-06,0.0,0.0,78390109.2,117.588,Route 53,DNS hosting
393,Security-Ops,ses-0c0f585,2026-06,0.0,0.0,2671075.1999999997,3.2039999999999997,SES,Transactional email
394,Marketing-Platform,ddb-050e790,2026-06,797.4,11.04,5537666.399999999,96.912,DynamoDB,Config store table
395,QA-Testing,elb-03e7273,2026-06,961.44,0.0,40060258.8,291.63599999999997,ELB,Application load balancer
396,Partner-Integration,rds-0f16278,2026-06,951.72,660.9599999999999,0.0,1883.616,RDS,db.r5.large PostgreSQL replica
397,Production-Main,s3-0eb8776,2026-06,0.0,2192.16,13153162.799999999,548.0519999999999,S3,Production asset storage
398,Production-Main,r53-0a71797,2026-06,0.0,0.0,17346198.0,26.028000000000002,Route 53,Health checks
399,Marketing-Platform,nat-052d993,2026-06,1069.2,0.0,0.0,243.89999999999998,NAT Gateway,Dev VPC NAT
400,Partner-Integration,elb-108e748,2026-06,971.7599999999999,0.0,13497519.6,196.51199999999997,ELB,Classic load balancer
401,Production-Main,cf-10fc798,2026-06,0.0,0.0,57528886.8,287.64,CloudFront,CDN API distribution
402,Customer-Portal,elb-054e407,2026-06,1028.64,0.0,42860282.4,312.02399999999994,ELB,Application load balancer
403,Internal-Tools,ebs-02aa908,2026-06,0.0,288.12,0.0,36.024,EBS,gp3 volumes staging
404,Data-Science,i-0c45831,2026-06,898.44,0.0,0.0,1557.984,EC2,m5.xlarge web server
405,Security-Ops,sqs-0a29511,2026-06,0.0,0.0,55129969.199999996,27.563999999999997,SQS,Event notification queue
406,Partner-Integration,eks-093a354,2026-06,538.92,0.0,0.0,1616.676,EKS,Staging K8s cluster
407,Customer-Portal,s3-0b03411,2026-06,0.0,23057.04,4611422.399999999,807.0,S3,Data lake raw zone
408,Production-Main,i-04c9242,2026-06,487.92,0.0,0.0,1415.028,EC2,c5.2xlarge HPC node
409,Compliance-Audit,s3-0e75150,2026-06,0.0,15766.559999999998,3153294.0,551.832,S3,Data lake raw zone
410,Production-Main,s3-0bb9469,2026-06,0.0,12572.159999999998,785755.2,314.30400000000003,S3,Log archive bucket
411,Security-Ops,ecs-0b43950,2026-06,229.08,0.0,0.0,418.2,ECS,Fargate batch cluster
412,Mobile-Backend,kin-032c685,2026-06,1104.36,0.0,30676748.4,447.87600000000003,Kinesis,Firehose delivery
413,Marketing-Platform,rds-0ee5106,2026-06,813.3599999999999,225.96,0.0,734.304,RDS,db.t3.large development DB
414,Partner-Integration,cf-0cd9510,2026-06,0.0,0.0,50832072.0,254.16,CloudFront,CDN API distribution
415,DevOps-Central,kin-0fc6673,2026-06,731.28,0.0,30469179.599999998,444.84,Kinesis,Data stream ingestion
416,Production-Main,lam-0008470,2026-06,0.0,0.0,71270076.0,495.32399999999996,Lambda,API gateway handler
417,Mobile-Backend,ebs-032f576,2026-06,0.0,4489.44,0.0,202.032,EBS,st1 volumes archive
418,Customer-Portal,i-0d4e952,2026-06,560.28,0.0,0.0,40.895999999999994,EC2,t3.micro bastion host
419,ML-Training,ebs-0841189,2026-06,0.0,801.24,0.0,500.7,EBS,io2 volumes database
420,Compliance-Audit,ec-04b0887,2026-06,775.0799999999999,0.0,0.0,558.06,ElastiCache,Redis production cluster
421,Shared-Services,ec-0b20815,2026-06,844.8,0.0,0.0,304.092,ElastiCache,Redis staging cluster
422,Data-Science,i-0fa7215,2026-06,836.88,0.0,0.0,725.3280000000001,EC2,m5.large monitoring server
423,ML-Training,ebs-0f7f128,2026-06,0.0,776.64,0.0,485.304,EBS,io2 volumes database
424,ML-Training,ec-0375244,2026-06,1171.32,0.0,0.0,843.348,ElastiCache,Redis production cluster
425,Compliance-Audit,s3-0bed504,2026-06,0.0,15523.679999999998,3104704.8,543.324,S3,Data lake raw zone
426,Production-Main,r53-0c3e737,2026-06,0.0,0.0,13133058.0,19.704,Route 53,Health checks
427,Finance-Systems,elb-1055185,2026-06,596.28,0.0,8282424.0,120.588,ELB,Classic load balancer
428,Production-Secondary,s3-08f4922,2026-06,0.0,6293.4,10069387.2,459.40799999999996,S3,Media content bucket
429,Production-Secondary,i-0fb0145,2026-06,1060.2,0.0,0.0,919.632,EC2,t3.large application server
430,Edge-Network,cf-088b275,2026-06,0.0,0.0,222090595.2,1110.456,CloudFront,CDN media distribution
431,ML-Training,rs-1153734,2026-06,0.0,0.0,4687754.399999999,234.39600000000002,Redshift,Spectrum queries
432,DevOps-Central,kin-00c9161,2026-06,948.72,0.0,26352974.4,384.756,Kinesis,Firehose delivery
433,Data-Science,i-0139251,2026-06,799.56,0.0,0.0,1386.552,EC2,m5.xlarge web server
434,Compliance-Audit,rds-0be3189,2026-06,993.72,690.12,0.0,1966.716,RDS,db.r5.large PostgreSQL replica
435,Marketing-Platform,i-0a0a518,2026-06,1160.1599999999999,0.0,0.0,84.696,EC2,t3.micro bastion host
436,DevOps-Central,ebs-04a0171,2026-06,0.0,487.2,0.0,304.488,EBS,io2 volumes database
437,Edge-Network,s3-06d1496,2026-06,0.0,64.32,32167584.0,209.076,S3,Static website hosting
438,Compliance-Audit,ses-0412488,2026-06,0.0,0.0,1673200.8,2.004,SES,Transactional email
439,Marketing-Platform,lam-0815639,2026-06,0.0,0.0,19679324.4,137.748,Lambda,Data transformer
440,Edge-Network,vpn-0ce6719,2026-06,614.28,0.0,0.0,311.412,VPN Gateway,Site-to-site VPN
441,QA-Testing,lam-03dd851,2026-06,0.0,0.0,37955880.0,263.796,Lambda,API gateway handler
442,Security-Ops,s3-087b902,2026-06,0.0,6887.28,430449.6,172.176,S3,Log archive bucket
443,Marketing-Platform,lam-01cf664,2026-06,0.0,0.0,4545226.8,31.812,Lambda,Webhook processor
444,Shared-Services,rds-07e6132,2026-06,748.1999999999999,207.83999999999997,0.0,675.444,RDS,db.t3.large development DB
445,Production-Main,lam-04f0908,2026-06,0.0,0.0,21923029.2,153.456,Lambda,Event processor
446,Internal-Tools,elb-0796570,2026-06,583.92,0.0,24331292.4,177.132,ELB,Application load balancer
447,Partner-Integration,sm-04dc286,2026-06,0.0,0.0,1703390.4,6.816,Secrets Manager,Application secrets
448,ML-Training,sqs-0fc9335,2026-06,0.0,0.0,695218.7999999999,0.348,SQS,Dead letter queue
