SubscriptionName,ResourceId,BillingMonth,Quantity_Compute,Quantity_Storage,Quantity_API,CostInBillingCurrency,ConsumedService,MeterName
DevOps-Central,sentinel-0854602,2026-06,0.0,0.0,113091069,2827.28,Microsoft Sentinel,SIEM detection
Mobile-Backend,acr-0ff3421,2026-06,0.0,204.3,408625,134.85,Container Registry,Docker image registry
Production-Main,cosmos-002c629,2026-06,692.2,96.1,24034858,901.31,Cosmos DB,Event store
Production-Secondary,app-0468902,2026-06,948.6,0.0,0,577.04,App Service,Web app P1v3
DevOps-Central,redis-0718230,2026-06,847.4,0.0,0,1031.04,Azure Cache for Redis,Premium P1 cache
Internal-Tools,blob-0ac1639,2026-06,0.0,4260.8,11362056,553.9,Blob Storage,Build artifacts
Security-Ops,sqldb-095f436,2026-06,756.4,52.5,0,157.22,SQL Database,Basic dev database
DevOps-Central,sqldb-0bd5208,2026-06,689.0,239.1,0,1152.81,SQL Database,Standard S3 production
Production-Secondary,sentinel-0b9d521,2026-06,0.0,0.0,63158482,1578.96,Microsoft Sentinel,SIEM detection
Production-Main,app-110c575,2026-06,573.3,0.0,0,697.54,App Service,API app P2v3
Partner-Integration,azmon-03fa592,2026-06,0.0,244.3,32579980,346.17,Azure Monitor,Logs and metrics
Finance-Systems,kv-0a56102,2026-06,0.0,0.0,2918878,8.76,Key Vault,Secrets management
Shared-Services,aks-0c94504,2026-06,318.5,0.0,0,477.62,AKS,Dev K8s cluster
DevOps-Central,appi-0d28385,2026-06,0.0,0.0,17317969,216.48,Application Insights,Custom metrics
Production-Main,eh-0c15276,2026-06,0.0,801.6,0,200.4,Event Hubs,Capture to storage
Production-Secondary,cosmos-09cf617,2026-06,556.8,77.3,19332247,724.95,Cosmos DB,Event store
DR-Recovery,eh-08e4690,2026-06,0.0,519.3,0,129.8,Event Hubs,Capture to storage
Internal-Tools,blob-0b8b546,2026-06,0.0,2417.4,6043596,392.84,Blob Storage,Media content
Shared-Services,ado-10cc486,2026-06,467.2,0.0,0,233.55,Azure DevOps,Pipelines hosted
Mobile-Backend,vm-1082854,2026-06,1081.6,0.0,0,1536.03,Virtual Machines,F4s v2 compute node
Mobile-Backend,kv-111e842,2026-06,0.0,0.0,1744283,5.24,Key Vault,Secrets management
Analytics-Platform,acr-00c8676,2026-06,0.0,201.1,402219,132.73,Container Registry,Docker image registry
DevOps-Central,aks-0474653,2026-06,1939.4,0.0,0,2909.16,AKS,Staging K8s cluster
Mobile-Backend,kv-033c971,2026-06,0.0,0.0,1808346,5.43,Key Vault,Secrets management
Shared-Services,ado-0fd5860,2026-06,0.0,88.5,0,22.13,Azure DevOps,Artifacts storage
Shared-Services,ado-0d7d199,2026-06,574.2,0.0,0,287.08,Azure DevOps,Pipelines hosted
DevOps-Central,blob-0fc7470,2026-06,0.0,7394.9,2773073,392.85,Blob Storage,Data lake storage
Mobile-Backend,vm-09e4739,2026-06,702.2,0.0,0,2563.21,Virtual Machines,E8s v3 memory-optimized
Data-Science,aks-0ae2613,2026-06,1325.0,0.0,0,1987.43,AKS,Staging K8s cluster
Partner-Integration,redis-03af826,2026-06,537.1,0.0,0,272.27,Azure Cache for Redis,Standard C2 cache
Production-Secondary,redis-05cd720,2026-06,876.0,0.0,0,1065.85,Azure Cache for Redis,Premium P1 cache
Production-Secondary,aks-0887612,2026-06,303.9,0.0,0,455.95,AKS,Dev K8s cluster
Analytics-Platform,aks-00c0825,2026-06,1312.7,0.0,0,1969.03,AKS,Staging K8s cluster
Production-Main,aks-087d143,2026-06,1394.3,0.0,0,2091.5,AKS,Staging K8s cluster
Analytics-Platform,aks-0901861,2026-06,557.6,0.0,0,836.37,AKS,Dev K8s cluster
DevOps-Central,appi-1091671,2026-06,0.0,0.0,78199852,977.5,Application Insights,APM telemetry
Finance-Systems,app-0bbc103,2026-06,1111.5,0.0,0,169.05,App Service,Web app B1
Production-Secondary,acr-0ae3180,2026-06,0.0,218.4,436713,144.12,Container Registry,Docker image registry
Customer-Portal,vm-1043820,2026-06,932.3,0.0,0,283.55,Virtual Machines,B2s development VM
Mobile-Backend,vm-0813383,2026-06,869.5,0.0,0,1234.74,Virtual Machines,F4s v2 compute node
Data-Science,blob-0153838,2026-06,0.0,9590.4,95903,287.71,Blob Storage,Backup storage
Production-Secondary,aks-04e9539,2026-06,1520.1,0.0,0,2280.07,AKS,Staging K8s cluster
Production-Main,app-058f647,2026-06,509.4,0.0,0,619.72,App Service,API app P2v3
DR-Recovery,appi-0df9366,2026-06,0.0,0.0,14872448,185.91,Application Insights,Custom metrics
DevOps-Central,blob-0f60507,2026-06,0.0,7640.3,2865120,405.89,Blob Storage,Data lake storage
Production-Secondary,sb-0b67850,2026-06,0.0,0.0,21439833,53.6,Service Bus,Standard messaging
Shared-Services,sb-01c7290,2026-06,0.0,0.0,14362786,35.91,Service Bus,Standard messaging
Partner-Integration,appi-03a2597,2026-06,0.0,0.0,19362608,242.03,Application Insights,Custom metrics
Customer-Portal,blob-08b1911,2026-06,0.0,5667.4,0,566.74,Blob Storage,Security audit logs
Production-Secondary,app-0068571,2026-06,915.6,0.0,0,556.97,App Service,Web app P1v3
Customer-Portal,cosmos-0db3851,2026-06,671.7,93.3,23320886,874.52,Cosmos DB,Event store
Partner-Integration,azmon-0ab0934,2026-06,0.0,269.0,35866462,381.09,Azure Monitor,Logs and metrics
Analytics-Platform,kv-07cc983,2026-06,0.0,0.0,570576,1.71,Key Vault,Certificate store
DevOps-Central,redis-0415551,2026-06,872.5,0.0,0,1061.55,Azure Cache for Redis,Premium P1 cache
Shared-Services,ado-09f0961,2026-06,0.0,102.7,0,25.68,Azure DevOps,Artifacts storage
Security-Ops,sqldb-067d679,2026-06,989.4,68.7,0,205.63,SQL Database,Basic dev database
Internal-Tools,blob-0f88578,2026-06,0.0,3029.1,7572833,492.24,Blob Storage,Media content
Partner-Integration,azmon-07b1730,2026-06,0.0,251.3,33508288,356.03,Azure Monitor,Logs and metrics
Data-Science,cosmos-0927286,2026-06,694.4,192.9,38581434,1567.37,Cosmos DB,User data store
Production-Main,blob-002f172,2026-06,0.0,6833.2,2562456,363.01,Blob Storage,Data lake storage
Internal-Tools,aks-0297432,2026-06,1610.8,0.0,0,2416.24,AKS,Staging K8s cluster
Analytics-Platform,kv-0cb7100,2026-06,0.0,0.0,1396245,4.19,Key Vault,Secrets management
Finance-Systems,ado-0d5d179,2026-06,452.0,0.0,0,226.0,Azure DevOps,Pipelines hosted
Mobile-Backend,sqldb-0a27822,2026-06,847.2,294.2,0,1417.7,SQL Database,Standard S3 production
Production-Main,vm-003a385,2026-06,716.6,0.0,0,435.95,Virtual Machines,D2s v3 utility server
Analytics-Platform,eh-00c4152,2026-06,0.0,414.5,0,103.63,Event Hubs,Capture to storage
Finance-Systems,blob-0ccb663,2026-06,0.0,2129.2,5323048,346.0,Blob Storage,Media content
Customer-Portal,azmon-110e151,2026-06,0.0,218.8,29170020,309.94,Azure Monitor,Logs and metrics
Customer-Portal,cosmos-0252776,2026-06,945.6,262.7,52535233,2134.24,Cosmos DB,User data store
Finance-Systems,cosmos-021b523,2026-06,530.5,147.3,29469750,1197.21,Cosmos DB,User data store
DR-Recovery,appi-0c28938,2026-06,0.0,0.0,22559621,282.0,Application Insights,Custom metrics
Customer-Portal,blob-0851669,2026-06,0.0,5246.3,0,524.63,Blob Storage,Security audit logs
Finance-Systems,app-0fe4884,2026-06,1005.9,0.0,0,153.0,App Service,Web app B1
Production-Main,blob-04d1230,2026-06,0.0,2593.9,6917054,337.21,Blob Storage,Build artifacts
DR-Recovery,sqldb-02f4102,2026-06,669.0,46.5,0,139.03,SQL Database,Basic dev database
Finance-Systems,func-0402202,2026-06,0.0,0.0,5568691,83.54,Azure Functions,API handlers
Finance-Systems,blob-03ff840,2026-06,0.0,2047.1,5117768,332.65,Blob Storage,Media content
Mobile-Backend,kv-0b79582,2026-06,0.0,0.0,480107,1.44,Key Vault,Certificate store
Data-Science,aks-0150773,2026-06,288.1,0.0,0,432.15,AKS,Dev K8s cluster
Finance-Systems,blob-0a8c725,2026-06,0.0,6167.1,61669,185.01,Blob Storage,Backup storage
Production-Secondary,aks-0f13431,2026-06,1369.2,0.0,0,2053.77,AKS,Staging K8s cluster
Finance-Systems,eh-0ce3909,2026-06,620.0,0.0,25833768,282.88,Event Hubs,Standard throughput units
Finance-Systems,aks-0213923,2026-06,985.1,0.0,0,4433.05,AKS,Production K8s cluster
Finance-Systems,app-05d9740,2026-06,872.8,0.0,0,1061.96,App Service,API app P2v3
Finance-Systems,sqldb-020d385,2026-06,986.5,68.5,0,205.03,SQL Database,Basic dev database
Data-Science,cosmos-0e72317,2026-06,716.1,99.5,24863648,932.39,Cosmos DB,Event store
Production-Secondary,blob-0a30257,2026-06,0.0,13695.1,34237,109.56,Blob Storage,Archive tier
Shared-Services,aks-09a6162,2026-06,978.7,0.0,0,1467.95,AKS,Staging K8s cluster
Data-Science,aks-0896218,2026-06,273.2,0.0,0,409.87,AKS,Dev K8s cluster
Shared-Services,aks-076e357,2026-06,1148.5,0.0,0,1722.7,AKS,Staging K8s cluster
Finance-Systems,eh-021f394,2026-06,0.0,614.6,0,153.64,Event Hubs,Capture to storage
DevOps-Central,aks-0b28145,2026-06,325.9,0.0,0,488.94,AKS,Dev K8s cluster
Mobile-Backend,fd-0334773,2026-06,0.0,0.0,42061405,315.46,Front Door,Global load balancer
Analytics-Platform,aks-0d0b935,2026-06,623.2,0.0,0,934.83,AKS,Dev K8s cluster
Analytics-Platform,aks-113f390,2026-06,665.4,0.0,0,2993.88,AKS,Production K8s cluster
DevOps-Central,appi-00d3140,2026-06,0.0,0.0,15126185,189.08,Application Insights,Custom metrics
DevOps-Central,aks-00e9220,2026-06,368.3,0.0,0,552.43,AKS,Dev K8s cluster
Shared-Services,func-087c893,2026-06,0.0,0.0,8841419,132.62,Azure Functions,Event processors
Customer-Portal,vm-0bf1249,2026-06,625.0,0.0,0,380.17,Virtual Machines,D2s v3 utility server
Production-Main,eh-0d6a232,2026-06,0.0,768.6,0,192.17,Event Hubs,Capture to storage
Production-Main,sentinel-0d46883,2026-06,0.0,0.0,49865342,1246.64,Microsoft Sentinel,Log analytics
Shared-Services,func-0be4858,2026-06,0.0,0.0,8714639,130.72,Azure Functions,API handlers
Production-Secondary,sentinel-0960796,2026-06,0.0,0.0,67019214,1675.48,Microsoft Sentinel,SIEM detection
Shared-Services,fd-047c534,2026-06,0.0,0.0,62396938,467.98,Front Door,Global load balancer
Shared-Services,func-0418785,2026-06,0.0,0.0,3086764,46.31,Azure Functions,Webhook processor
Shared-Services,ado-114b393,2026-06,0.0,95.3,0,23.84,Azure DevOps,Artifacts storage
Security-Ops,sentinel-08ca167,2026-06,0.0,0.0,102315207,2557.88,Microsoft Sentinel,SIEM detection
DR-Recovery,eh-0de4297,2026-06,0.0,593.1,0,148.24,Event Hubs,Capture to storage
Finance-Systems,vm-0216865,2026-06,834.6,0.0,0,3046.33,Virtual Machines,E8s v3 memory-optimized
Customer-Portal,fd-09eb623,2026-06,0.0,0.0,65776679,493.32,Front Door,Global load balancer
Mobile-Backend,redis-0333751,2026-06,776.9,0.0,0,393.86,Azure Cache for Redis,Standard C2 cache
Shared-Services,vm-0ccf546,2026-06,768.5,0.0,0,2805.12,Virtual Machines,E8s v3 memory-optimized
Production-Main,vm-003b995,2026-06,491.4,0.0,0,4484.42,Virtual Machines,NC6s v3 GPU VM
Mobile-Backend,vm-0b83258,2026-06,809.6,0.0,0,984.97,Virtual Machines,D4s v3 CI runner
Shared-Services,sb-0d48406,2026-06,539.6,0.0,7495773,410.39,Service Bus,Premium messaging
Production-Secondary,blob-0b77983,2026-06,0.0,2304.3,5760519,374.44,Blob Storage,Media content
Production-Secondary,appi-0fa6211,2026-06,0.0,0.0,38016577,475.21,Application Insights,APM telemetry
DR-Recovery,sb-02f8539,2026-06,0.0,0.0,17049619,42.62,Service Bus,Standard messaging
Shared-Services,appi-0e4c650,2026-06,0.0,0.0,46720828,584.01,Application Insights,APM telemetry
Finance-Systems,aks-10e7263,2026-06,211.2,0.0,0,316.77,AKS,Dev K8s cluster
Finance-Systems,blob-0464577,2026-06,0.0,8002.8,80026,240.08,Blob Storage,Backup storage
DevOps-Central,vm-00df422,2026-06,733.2,0.0,0,223.02,Virtual Machines,B2s development VM
Finance-Systems,redis-06f3501,2026-06,746.0,0.0,0,378.18,Azure Cache for Redis,Standard C2 cache
Shared-Services,ado-0d93508,2026-06,0.0,77.2,0,19.3,Azure DevOps,Artifacts storage
DR-Recovery,sqldb-0a7a105,2026-06,692.4,48.1,0,143.91,SQL Database,Basic dev database
Production-Secondary,blob-0b27268,2026-06,0.0,11520.1,28799,92.17,Blob Storage,Archive tier
DevOps-Central,kv-00d6689,2026-06,0.0,0.0,2570342,7.71,Key Vault,Secrets management
Mobile-Backend,aks-033a939,2026-06,1142.6,0.0,0,1713.87,AKS,Staging K8s cluster
Production-Secondary,aks-04be630,2026-06,556.4,0.0,0,2503.74,AKS,Production K8s cluster
Production-Main,blob-0b59559,2026-06,0.0,6672.5,2502184,354.47,Blob Storage,Data lake storage
Production-Main,kv-0ea5380,2026-06,0.0,0.0,2330715,6.99,Key Vault,Secrets management
Finance-Systems,blob-0848995,2026-06,0.0,9281.0,3480385,493.05,Blob Storage,Data lake storage
Production-Secondary,blob-0dab457,2026-06,0.0,2061.0,5152465,334.91,Blob Storage,Media content
Finance-Systems,app-0735979,2026-06,879.7,0.0,0,1070.37,App Service,API app P2v3
Production-Main,func-0034684,2026-06,0.0,0.0,9650774,144.76,Azure Functions,API handlers
DevOps-Central,kv-0966849,2026-06,0.0,0.0,309261,0.94,Key Vault,Certificate store
Analytics-Platform,aks-10a1281,2026-06,487.6,0.0,0,731.55,AKS,Dev K8s cluster
Production-Main,func-0e70460,2026-06,0.0,0.0,2787045,41.8,Azure Functions,Webhook processor
Mobile-Backend,eh-0ee7100,2026-06,632.9,0.0,26369764,288.75,Event Hubs,Standard throughput units
Security-Ops,sqldb-116c948,2026-06,827.1,57.4,0,171.92,SQL Database,Basic dev database
DevOps-Central,sentinel-061b348,2026-06,0.0,0.0,120715593,3017.89,Microsoft Sentinel,SIEM detection
DR-Recovery,appi-02f2887,2026-06,0.0,0.0,62810952,785.14,Application Insights,APM telemetry
Customer-Portal,app-026a146,2026-06,661.7,0.0,0,402.54,App Service,Web app P1v3
Finance-Systems,appi-0225717,2026-06,0.0,0.0,45443727,568.05,Application Insights,APM telemetry
Production-Main,kv-0aae335,2026-06,0.0,0.0,2421917,7.26,Key Vault,Secrets management
DevOps-Central,vm-090b907,2026-06,775.1,0.0,0,235.78,Virtual Machines,B2s development VM
Internal-Tools,eh-10fe850,2026-06,0.0,440.9,0,110.23,Event Hubs,Capture to storage
Shared-Services,fd-0f90890,2026-06,0.0,0.0,76515422,573.88,Front Door,Global load balancer
Customer-Portal,appi-0cae731,2026-06,0.0,0.0,23223262,290.29,Application Insights,Custom metrics
Production-Secondary,sqldb-0d25557,2026-06,420.7,146.0,0,703.98,SQL Database,Standard S3 production
DevOps-Central,appi-047d948,2026-06,0.0,0.0,60288811,753.61,Application Insights,APM telemetry
Analytics-Platform,app-00bd383,2026-06,876.3,0.0,0,533.06,App Service,Web app P1v3
Partner-Integration,ado-065e537,2026-06,0.0,102.5,0,25.61,Azure DevOps,Artifacts storage
Production-Main,blob-0efc134,2026-06,0.0,2877.9,7674327,374.13,Blob Storage,Build artifacts
Analytics-Platform,aks-0e44813,2026-06,1270.7,0.0,0,1906.02,AKS,Staging K8s cluster
DevOps-Central,app-0b8f534,2026-06,1043.2,0.0,0,158.66,App Service,Web app B1
Shared-Services,ado-0a0b685,2026-06,500.0,0.0,0,250.0,Azure DevOps,Pipelines hosted
Mobile-Backend,sqldb-04db913,2026-06,870.9,604.8,0,3531.87,SQL Database,Premium P1 analytics
Customer-Portal,func-025e719,2026-06,0.0,0.0,2892052,43.38,Azure Functions,Webhook processor
DR-Recovery,redis-112b516,2026-06,726.8,0.0,0,884.28,Azure Cache for Redis,Premium P1 cache
Finance-Systems,sentinel-0918997,2026-06,0.0,0.0,115568530,2889.21,Microsoft Sentinel,SIEM detection
Finance-Systems,app-0bd2556,2026-06,1036.6,0.0,0,157.64,App Service,Web app B1
Finance-Systems,sb-0af7412,2026-06,0.0,0.0,28592591,71.48,Service Bus,Standard messaging
Shared-Services,func-01cb238,2026-06,0.0,0.0,420062,6.3,Azure Functions,Timer triggers
Mobile-Backend,sb-033e339,2026-06,732.2,0.0,10169304,556.77,Service Bus,Premium messaging
Production-Main,vm-0522364,2026-06,625.9,0.0,0,761.54,Virtual Machines,D4s v3 CI runner
Customer-Portal,kv-0261440,2026-06,0.0,0.0,423111,1.27,Key Vault,Certificate store
Shared-Services,vm-08c4697,2026-06,906.0,0.0,0,3307.0,Virtual Machines,E8s v3 memory-optimized
Partner-Integration,sqldb-0e15863,2026-06,735.5,510.7,0,2982.94,SQL Database,Premium P1 analytics
Finance-Systems,sqldb-0a6c230,2026-06,1059.3,73.6,0,220.16,SQL Database,Basic dev database
Analytics-Platform,redis-00c1155,2026-06,526.9,0.0,0,641.11,Azure Cache for Redis,Premium P1 cache
DR-Recovery,eh-0830824,2026-06,0.0,483.6,0,120.89,Event Hubs,Capture to storage
DevOps-Central,redis-0678471,2026-06,708.8,0.0,0,862.35,Azure Cache for Redis,Premium P1 cache
Production-Main,app-0e9e755,2026-06,572.0,0.0,0,695.9,App Service,API app P2v3
Customer-Portal,vm-0d14393,2026-06,579.8,0.0,0,352.7,Virtual Machines,D2s v3 utility server
Shared-Services,cosmos-01c5475,2026-06,573.4,79.6,19909664,746.61,Cosmos DB,Event store
Production-Main,blob-002e702,2026-06,0.0,5438.7,0,543.87,Blob Storage,Security audit logs
Mobile-Backend,azmon-0c97221,2026-06,0.0,380.6,50746075,539.17,Azure Monitor,Logs and metrics
DevOps-Central,appi-0d57672,2026-06,0.0,0.0,18596012,232.46,Application Insights,Custom metrics
Production-Secondary,sqldb-050d815,2026-06,467.3,162.3,0,781.98,SQL Database,Standard S3 production
Customer-Portal,cosmos-057f603,2026-06,690.2,47.9,14379347,467.33,Cosmos DB,Config store
Customer-Portal,eh-0501800,2026-06,0.0,650.7,0,162.68,Event Hubs,Capture to storage
DevOps-Central,appi-0f19138,2026-06,0.0,0.0,55655082,695.68,Application Insights,APM telemetry
Finance-Systems,vm-10f9391,2026-06,743.4,0.0,0,1808.59,Virtual Machines,D8s v3 application server
Shared-Services,sb-09c5978,2026-06,743.2,0.0,10321608,565.11,Service Bus,Premium messaging
DevOps-Central,appi-0dd3396,2026-06,0.0,0.0,13560992,169.52,Application Insights,Custom metrics
Finance-Systems,cosmos-0219643,2026-06,529.6,73.6,18388395,689.56,Cosmos DB,Event store
Internal-Tools,eh-104e481,2026-06,0.0,596.5,0,149.14,Event Hubs,Capture to storage
Production-Main,acr-0035926,2026-06,0.0,312.3,624616,206.12,Container Registry,Docker image registry
Finance-Systems,eh-05d4851,2026-06,671.7,0.0,27986071,306.44,Event Hubs,Standard throughput units
DevOps-Central,redis-05a6544,2026-06,719.7,0.0,0,875.64,Azure Cache for Redis,Premium P1 cache
Partner-Integration,eh-0fc3866,2026-06,593.2,0.0,24716054,270.64,Event Hubs,Standard throughput units
Mobile-Backend,vm-080e442,2026-06,824.9,0.0,0,1171.4,Virtual Machines,F4s v2 compute node
Finance-Systems,eh-0e99947,2026-06,663.4,0.0,27639749,302.65,Event Hubs,Standard throughput units
Finance-Systems,app-063b847,2026-06,841.3,0.0,0,1023.54,App Service,API app P2v3
DevOps-Central,aks-0f3b213,2026-06,2035.9,0.0,0,3053.81,AKS,Staging K8s cluster
Production-Secondary,eh-0f4e930,2026-06,0.0,706.1,0,176.52,Event Hubs,Capture to storage
Customer-Portal,appi-0256518,2026-06,0.0,0.0,23748317,296.85,Application Insights,Custom metrics
Shared-Services,aks-07ce741,2026-06,1064.3,0.0,0,1596.34,AKS,Staging K8s cluster
DevOps-Central,aks-0748902,2026-06,311.9,0.0,0,467.95,AKS,Dev K8s cluster
Finance-Systems,blob-0209645,2026-06,0.0,8174.1,3065293,434.25,Blob Storage,Data lake storage
DR-Recovery,kv-02ec904,2026-06,0.0,0.0,2747880,8.24,Key Vault,Secrets management
DevOps-Central,aks-0e98359,2026-06,414.0,0.0,0,621.11,AKS,Dev K8s cluster
DevOps-Central,kv-07d7650,2026-06,0.0,0.0,409513,1.23,Key Vault,Certificate store
Shared-Services,func-07ef321,2026-06,0.0,0.0,10931047,163.97,Azure Functions,API handlers
Mobile-Backend,vm-10bb955,2026-06,881.7,0.0,0,1252.12,Virtual Machines,F4s v2 compute node
Partner-Integration,redis-0e4a190,2026-06,769.4,0.0,0,936.09,Azure Cache for Redis,Premium P1 cache
Shared-Services,func-01ca602,2026-06,0.0,0.0,2699711,40.5,Azure Functions,Webhook processor
Finance-Systems,appi-0226443,2026-06,0.0,0.0,15502209,193.78,Application Insights,Custom metrics
Mobile-Backend,vm-103c910,2026-06,579.1,0.0,0,1056.71,Virtual Machines,E4s v3 SIEM collector
Security-Ops,vm-0f8c889,2026-06,712.8,0.0,0,433.59,Virtual Machines,D2s v3 utility server
