lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
Mobile-Backend,ebs-05cc362,2026-06,0.0,4247.7,0,191.16,EBS,st1 volumes archive
Data-Science,ec-0b5f483,2026-06,466.8,0.0,0,168.06,ElastiCache,Redis staging cluster
Internal-Tools,nat-02ba419,2026-06,575.4,0.0,0,131.26,NAT Gateway,Dev VPC NAT
Partner-Integration,elb-0611191,2026-06,755.1,0.0,10487075,152.68,ELB,Classic load balancer
Finance-Systems,elb-0790493,2026-06,545.9,0.0,7581785,110.39,ELB,Classic load balancer
Edge-Network,ec-1098417,2026-06,645.7,0.0,0,464.87,ElastiCache,Redis production cluster
Internal-Tools,lam-0a9f654,2026-06,0.0,0.0,22270446,155.89,Lambda,Data transformer
Marketing-Platform,kin-01d0507,2026-06,537.1,0.0,22380710,326.76,Kinesis,Data stream ingestion
Data-Science,i-047f834,2026-06,460.4,0.0,0,797.97,EC2,r5.xlarge cache server
Partner-Integration,cf-0fef875,2026-06,0.0,0.0,34582870,172.92,CloudFront,CDN API distribution
Shared-Services,s3-0f8f356,2026-06,0.0,13350.1,2670028,467.26,S3,Data lake raw zone
Finance-Systems,rds-08fc684,2026-06,676.1,751.2,0,1577.54,RDS,db.m5.xlarge analytics DB
Customer-Portal,ses-0288805,2026-06,0.0,0.0,626674,0.75,SES,Marketing email
Customer-Portal,i-028e796,2026-06,721.7,0.0,0,1251.36,EC2,m5.xlarge web server
Shared-Services,rds-019f754,2026-06,624.2,866.9,0,2774.1,RDS,db.r5.2xlarge Aurora cluster
Partner-Integration,elb-04da950,2026-06,596.6,0.0,8285265,120.63,ELB,Classic load balancer
Internal-Tools,lam-02cd701,2026-06,0.0,0.0,9023327,63.16,Lambda,Notification dispatcher
DevOps-Central,r53-056a999,2026-06,0.0,0.0,6856613,10.29,Route 53,Health checks
Edge-Network,ebs-0799406,2026-06,0.0,393.6,0,246.04,EBS,io2 volumes database
Production-Main,s3-0725116,2026-06,0.0,12771.4,2554284,447.0,S3,Data lake raw zone
Compliance-Audit,rds-050c134,2026-06,875.9,608.3,0,1733.58,RDS,db.r5.large PostgreSQL replica
Partner-Integration,rs-09f8831,2026-06,851.4,2364.9,0,4316.16,Redshift,Data warehouse cluster
Production-Main,cf-05ce313,2026-06,0.0,0.0,46458324,232.29,CloudFront,CDN API distribution
ML-Training,i-0368473,2026-06,769.3,0.0,0,666.69,EC2,m5.large monitoring server
Production-Main,lam-0503943,2026-06,0.0,0.0,6536414,45.76,Lambda,Notification dispatcher
Production-Main,s3-054d837,2026-06,0.0,9616.2,601008,240.4,S3,Log archive bucket
Edge-Network,s3-0b63436,2026-06,0.0,53.9,26956442,175.2,S3,Static website hosting
Internal-Tools,ebs-1066922,2026-06,0.0,4981.8,0,224.19,EBS,st1 volumes archive
Compliance-Audit,rds-0f34396,2026-06,869.0,603.6,0,2233.0,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,ebs-1114137,2026-06,0.0,242.3,0,30.28,EBS,gp3 volumes staging
Customer-Portal,elb-1008327,2026-06,751.4,0.0,10436709,151.96,ELB,Classic load balancer
Internal-Tools,rds-103d389,2026-06,841.1,1168.3,0,3738.4,RDS,db.r5.2xlarge Aurora cluster
Compliance-Audit,rds-105e420,2026-06,1084.1,752.9,0,2145.6,RDS,db.r5.large PostgreSQL replica
Customer-Portal,elb-0c08248,2026-06,732.1,0.0,30506202,222.08,ELB,Application load balancer
Internal-Tools,lam-0cbd665,2026-06,0.0,0.0,17320357,121.24,Lambda,Data transformer
Internal-Tools,rds-02c1573,2026-06,786.2,545.9,0,1555.95,RDS,db.r5.large PostgreSQL replica
Production-Main,cf-0716452,2026-06,0.0,0.0,61042802,305.21,CloudFront,CDN API distribution
Production-Secondary,i-0626908,2026-06,818.2,0.0,0,709.14,EC2,m5.large monitoring server
Edge-Network,sns-0c0e157,2026-06,0.0,0.0,13180749,6.59,SNS,Alert notifications
ML-Training,ebs-0379809,2026-06,0.0,4233.9,0,190.53,EBS,st1 volumes archive
Mobile-Backend,sqs-0330567,2026-06,0.0,0.0,22814095,11.41,SQS,Event notification queue
Compliance-Audit,r53-1067995,2026-06,0.0,0.0,6194457,9.29,Route 53,Health checks
Edge-Network,rds-0b2c110,2026-06,530.5,368.4,0,1363.05,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,nat-0c40267,2026-06,532.2,0.0,0,121.42,NAT Gateway,Dev VPC NAT
Finance-Systems,s3-0242170,2026-06,0.0,3489.7,20938298,872.43,S3,Production asset storage
Data-Science,i-116b161,2026-06,514.9,0.0,0,892.57,EC2,r5.xlarge cache server
ML-Training,i-036a778,2026-06,859.1,0.0,0,745.14,EC2,t3.large application server
Edge-Network,cf-0a4d407,2026-06,0.0,0.0,188577952,942.89,CloudFront,CDN media distribution
Compliance-Audit,s3-10df441,2026-06,0.0,658.0,1316036,57.58,S3,Artifact storage
Edge-Network,ec-030e215,2026-06,753.4,0.0,0,542.46,ElastiCache,Redis production cluster
ML-Training,rds-0378786,2026-06,918.1,637.6,0,1817.11,RDS,db.r5.large PostgreSQL replica
Marketing-Platform,i-0c14600,2026-06,865.3,0.0,0,63.17,EC2,t3.micro bastion host
QA-Testing,ec-0e37563,2026-06,727.4,0.0,0,523.7,ElastiCache,Redis production cluster
Partner-Integration,sqs-0aa5305,2026-06,0.0,0.0,386790,0.2,SQS,Dead letter queue
Production-Secondary,i-05d1861,2026-06,523.9,0.0,0,908.14,EC2,r5.xlarge cache server
Customer-Portal,i-0b42325,2026-06,701.6,0.0,0,2432.18,EC2,r5.2xlarge database server
Production-Main,s3-075e916,2026-06,0.0,47.9,23912272,155.43,S3,Static website hosting
Compliance-Audit,s3-06bc313,2026-06,0.0,692.6,1385273,60.61,S3,Artifact storage
Compliance-Audit,i-0e33874,2026-06,631.5,0.0,0,547.31,EC2,m5.large monitoring server
Marketing-Platform,ddb-066f897,2026-06,526.0,36.6,58450140,410.98,DynamoDB,Session store table
Compliance-Audit,i-03a1817,2026-06,510.2,0.0,0,221.28,EC2,t3.medium API server
Finance-Systems,elb-0fac721,2026-06,483.4,0.0,6713878,97.75,ELB,Classic load balancer
Finance-Systems,eks-024d574,2026-06,997.2,0.0,0,2991.48,EKS,Production K8s cluster
Internal-Tools,lam-0f04460,2026-06,0.0,0.0,18499612,129.5,Lambda,Event processor
Internal-Tools,lam-02ca983,2026-06,0.0,0.0,17672947,123.71,Lambda,Event processor
ML-Training,lam-0a31794,2026-06,0.0,0.0,12580507,88.07,Lambda,Notification dispatcher
Internal-Tools,s3-0496761,2026-06,0.0,4294.3,6870807,313.48,S3,Media content bucket
Compliance-Audit,rds-0394586,2026-06,940.9,261.4,0,849.44,RDS,db.t3.large development DB
Edge-Network,s3-05c3799,2026-06,0.0,11646.9,116468,267.88,S3,Backup storage bucket
Partner-Integration,rds-0744686,2026-06,920.7,639.3,0,1822.17,RDS,db.r5.large PostgreSQL replica
Finance-Systems,elb-0747229,2026-06,698.9,0.0,29120482,212.0,ELB,Application load balancer
Partner-Integration,cf-0585487,2026-06,0.0,0.0,34643659,173.22,CloudFront,CDN API distribution
DevOps-Central,ddb-0400759,2026-06,964.8,13.3,6699832,117.25,DynamoDB,Config store table
QA-Testing,lam-07d9172,2026-06,0.0,0.0,3171121,22.2,Lambda,Webhook processor
Compliance-Audit,s3-0c9a509,2026-06,0.0,12675.8,2535156,443.64,S3,Data lake raw zone
Partner-Integration,s3-03cd881,2026-06,0.0,10126.7,632920,253.17,S3,Log archive bucket
Security-Ops,sm-0731134,2026-06,0.0,0.0,1165281,4.66,Secrets Manager,Application secrets
Edge-Network,kin-062d489,2026-06,502.1,0.0,13946878,203.63,Kinesis,Firehose delivery
Customer-Portal,s3-0924852,2026-06,0.0,18325.3,3665073,641.39,S3,Data lake raw zone
DevOps-Central,ebs-0f0a583,2026-06,0.0,454.4,0,283.98,EBS,io2 volumes database
Compliance-Audit,rds-08ba268,2026-06,404.6,112.3,0,477.63,RDS,db.t3.medium MySQL staging
Marketing-Platform,rds-0a0d483,2026-06,718.6,199.6,0,648.72,RDS,db.t3.large development DB
Customer-Portal,elb-0d9e318,2026-06,606.0,0.0,25247479,183.81,ELB,Application load balancer
QA-Testing,lam-0633601,2026-06,0.0,0.0,33570047,233.32,Lambda,API gateway handler
Production-Main,lam-0900698,2026-06,0.0,0.0,6201656,43.42,Lambda,Notification dispatcher
Production-Main,i-000e799,2026-06,643.3,0.0,0,2230.07,EC2,m5.2xlarge batch processor
Production-Main,s3-0018371,2026-06,0.0,51.1,25529907,165.94,S3,Static website hosting
Marketing-Platform,lam-0e68625,2026-06,0.0,0.0,18284792,127.99,Lambda,Data transformer
Compliance-Audit,rs-05ed666,2026-06,0.0,0.0,5320596,266.03,Redshift,Spectrum queries
QA-Testing,lam-0d6c615,2026-06,0.0,0.0,4890178,34.46,Lambda,Image resizer
Internal-Tools,elb-02b7594,2026-06,1006.8,0.0,13983919,203.61,ELB,Classic load balancer
Production-Secondary,elb-0e09451,2026-06,511.9,0.0,35545799,221.8,ELB,Network load balancer
Finance-Systems,elb-024b230,2026-06,702.1,0.0,29254231,212.97,ELB,Application load balancer
Customer-Portal,i-0293489,2026-06,639.1,0.0,0,2215.4,EC2,r5.2xlarge database server
Customer-Portal,vpn-08e8844,2026-06,1241.6,0.0,0,314.72,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqs-114d103,2026-06,0.0,0.0,322661,0.16,SQS,Dead letter queue
Marketing-Platform,rds-03ee310,2026-06,451.3,125.4,0,532.78,RDS,db.t3.medium MySQL staging
Security-Ops,lam-0d8c482,2026-06,0.0,0.0,27648137,193.53,Lambda,Data transformer
Internal-Tools,s3-0b89139,2026-06,0.0,3794.2,6070657,276.97,S3,Media content bucket
Marketing-Platform,sm-0a87882,2026-06,0.0,0.0,991648,3.97,Secrets Manager,Application secrets
Internal-Tools,cf-055f727,2026-06,0.0,0.0,137602642,688.01,CloudFront,CDN media distribution
Edge-Network,rds-031c544,2026-06,547.5,380.2,0,1406.65,RDS,db.r5.xlarge PostgreSQL primary
Security-Ops,s3-0d81273,2026-06,0.0,5879.1,9406568,429.17,S3,Media content bucket
Compliance-Audit,sns-039a143,2026-06,0.0,0.0,16698165,8.35,SNS,Event fanout topic
DevOps-Central,r53-0d09187,2026-06,0.0,0.0,7582152,11.38,Route 53,Health checks
Production-Main,i-0cdb323,2026-06,577.7,0.0,0,2002.6,EC2,m5.2xlarge batch processor
Marketing-Platform,rs-10ad805,2026-06,0.0,0.0,6083708,304.18,Redshift,Spectrum queries
Security-Ops,sqs-105a137,2026-06,0.0,0.0,50466309,25.24,SQS,Event notification queue
Shared-Services,ec-0919815,2026-06,801.2,0.0,0,288.41,ElastiCache,Redis staging cluster
Partner-Integration,sm-0516935,2026-06,0.0,0.0,1235982,4.94,Secrets Manager,Application secrets
Customer-Portal,s3-1138674,2026-06,0.0,21050.2,4210056,736.76,S3,Data lake raw zone
Edge-Network,s3-0fd4667,2026-06,0.0,59.1,29523044,191.89,S3,Static website hosting
ML-Training,lam-0702545,2026-06,0.0,0.0,47574352,330.65,Lambda,API gateway handler
Data-Science,i-05ef571,2026-06,514.1,0.0,0,1782.02,EC2,m5.2xlarge batch processor
QA-Testing,lam-03de810,2026-06,0.0,0.0,4370880,30.81,Lambda,Image resizer
Internal-Tools,rds-0635463,2026-06,858.5,1192.4,0,3815.52,RDS,db.r5.2xlarge Aurora cluster
Production-Main,cf-0dd5490,2026-06,0.0,0.0,34061042,170.3,CloudFront,CDN API distribution
Customer-Portal,ses-084a395,2026-06,0.0,0.0,770345,0.93,SES,Marketing email
Partner-Integration,rds-08e0524,2026-06,784.1,544.5,0,1551.83,RDS,db.r5.large PostgreSQL replica
Security-Ops,s3-0cf8570,2026-06,0.0,17235.8,3447153,603.25,S3,Data lake raw zone
Customer-Portal,i-10b9488,2026-06,603.5,0.0,0,2092.02,EC2,r5.2xlarge database server
Customer-Portal,i-0c96590,2026-06,574.5,0.0,0,41.93,EC2,t3.micro bastion host
Compliance-Audit,rds-053c805,2026-06,924.8,642.2,0,1830.32,RDS,db.r5.large PostgreSQL replica
Marketing-Platform,rds-0f2b947,2026-06,438.5,121.9,0,517.7,RDS,db.t3.medium MySQL staging
Marketing-Platform,sns-01d8631,2026-06,0.0,0.0,27264763,13.63,SNS,Event fanout topic
Marketing-Platform,vpn-01d4232,2026-06,891.0,0.0,0,451.67,VPN Gateway,Site-to-site VPN
Partner-Integration,sm-0a9b348,2026-06,0.0,0.0,1490765,5.97,Secrets Manager,Application secrets
Internal-Tools,sqs-072f342,2026-06,0.0,0.0,52065739,26.03,SQS,Order processing queue
Customer-Portal,elb-0b22743,2026-06,736.0,0.0,30667744,223.26,ELB,Application load balancer
Internal-Tools,rds-0b14107,2026-06,501.7,557.3,0,1170.43,RDS,db.m5.xlarge analytics DB
Customer-Portal,vpn-0e20680,2026-06,851.9,0.0,0,215.94,VPN Gateway,Client VPN endpoint
Customer-Portal,i-0473915,2026-06,629.7,0.0,0,909.48,EC2,c5.xlarge compute worker
Marketing-Platform,sqs-06a7298,2026-06,0.0,0.0,59199616,29.6,SQS,Order processing queue
Internal-Tools,s3-0b0b520,2026-06,0.0,37.0,18499881,120.25,S3,Static website hosting
Compliance-Audit,s3-045c748,2026-06,0.0,13672.9,2734574,478.55,S3,Data lake raw zone
Security-Ops,ec-0f25929,2026-06,530.0,0.0,0,190.8,ElastiCache,Redis staging cluster
Production-Main,lam-06c3822,2026-06,0.0,0.0,34045007,238.32,Lambda,Data transformer
Customer-Portal,ses-0dea201,2026-06,0.0,0.0,614905,0.74,SES,Marketing email
Internal-Tools,s3-066e839,2026-06,0.0,3938.9,6302151,287.53,S3,Media content bucket
Marketing-Platform,r53-05f2407,2026-06,0.0,0.0,53810223,80.71,Route 53,DNS hosting
Marketing-Platform,i-0c79279,2026-06,614.6,0.0,0,2130.75,EC2,r5.2xlarge database server
Partner-Integration,r53-03d8284,2026-06,0.0,0.0,65183788,97.78,Route 53,DNS hosting
Production-Main,lam-04a5904,2026-06,0.0,0.0,31268250,218.88,Lambda,Data transformer
Mobile-Backend,ebs-0b07495,2026-06,0.0,3258.0,0,146.62,EBS,st1 volumes archive
Finance-Systems,elb-0eae911,2026-06,712.9,0.0,29702854,216.24,ELB,Application load balancer
Production-Main,kin-09ce928,2026-06,634.0,0.0,17611059,257.12,Kinesis,Firehose delivery
Shared-Services,rds-0a3f668,2026-06,576.7,800.9,0,2562.98,RDS,db.r5.2xlarge Aurora cluster
Security-Ops,nat-0d72337,2026-06,750.1,0.0,0,171.1,NAT Gateway,Staging VPC NAT
Compliance-Audit,s3-038b490,2026-06,0.0,12441.3,2488250,435.44,S3,Data lake raw zone
QA-Testing,elb-0c75777,2026-06,650.0,0.0,9027824,131.44,ELB,Classic load balancer
ML-Training,eks-036e675,2026-06,430.2,0.0,0,1290.63,EKS,Staging K8s cluster
Marketing-Platform,rds-0ae5139,2026-06,370.8,103.0,0,437.76,RDS,db.t3.medium MySQL staging
Customer-Portal,s3-05ee685,2026-06,0.0,17581.4,3516293,615.35,S3,Data lake raw zone
Internal-Tools,cf-0823451,2026-06,0.0,0.0,133957206,669.78,CloudFront,CDN media distribution
DevOps-Central,kin-0e6b990,2026-06,862.3,0.0,23954260,349.74,Kinesis,Firehose delivery
Data-Science,rds-0af2839,2026-06,905.6,628.8,0,2326.67,RDS,db.r5.xlarge PostgreSQL primary
Finance-Systems,elb-0c7f397,2026-06,631.1,0.0,8764361,127.61,ELB,Classic load balancer
Partner-Integration,elb-10fd576,2026-06,891.0,0.0,12375760,180.18,ELB,Classic load balancer
Production-Secondary,ecs-0072782,2026-06,379.8,0.0,0,693.13,ECS,Fargate worker cluster
Production-Main,i-088c201,2026-06,995.3,0.0,0,72.66,EC2,t3.micro bastion host
Marketing-Platform,ddb-0bd3653,2026-06,599.7,41.7,66634532,468.52,DynamoDB,Session store table
Compliance-Audit,s3-0a41751,2026-06,0.0,578.9,1157913,50.65,S3,Artifact storage
Internal-Tools,rds-02c6302,2026-06,813.5,1129.9,0,3615.6,RDS,db.r5.2xlarge Aurora cluster
Edge-Network,ebs-118e723,2026-06,0.0,639.9,0,79.98,EBS,gp3 volumes production
Security-Ops,ecs-0c7d446,2026-06,641.9,0.0,0,1171.39,ECS,Fargate API cluster
Compliance-Audit,vpn-0870914,2026-06,907.7,0.0,0,230.1,VPN Gateway,Client VPN endpoint
Security-Ops,ecs-0f17873,2026-06,190.0,0.0,0,346.8,ECS,Fargate batch cluster
Shared-Services,r53-07dc433,2026-06,0.0,0.0,74983005,112.47,Route 53,DNS hosting
Data-Science,rds-10d2290,2026-06,825.2,572.9,0,2120.32,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,i-06f6166,2026-06,732.1,0.0,0,634.53,EC2,m5.large monitoring server
Edge-Network,lam-032b472,2026-06,0.0,0.0,21965612,153.76,Lambda,Data transformer
Partner-Integration,rs-0c70645,2026-06,765.5,2126.4,0,3880.72,Redshift,Data warehouse cluster
ML-Training,rds-0485498,2026-06,641.4,712.7,0,1496.61,RDS,db.m5.xlarge analytics DB
QA-Testing,lam-08bd801,2026-06,0.0,0.0,3323409,23.27,Lambda,Webhook processor
Data-Science,i-064e209,2026-06,814.0,0.0,0,706.02,EC2,t3.large application server
Production-Main,lam-0858407,2026-06,0.0,0.0,5367840,37.58,Lambda,Notification dispatcher
Security-Ops,ecs-0882716,2026-06,190.1,0.0,0,347.11,ECS,Fargate batch cluster
Data-Science,i-0b3c554,2026-06,372.8,0.0,0,1081.34,EC2,c5.2xlarge HPC node
Partner-Integration,rs-0902323,2026-06,0.0,0.0,5493785,274.69,Redshift,Spectrum queries
Shared-Services,ebs-086f615,2026-06,0.0,550.6,0,344.11,EBS,io2 volumes database
Internal-Tools,elb-0520569,2026-06,1146.1,0.0,15918896,231.78,ELB,Classic load balancer
QA-Testing,lam-0e28351,2026-06,0.0,0.0,4501908,31.73,Lambda,Image resizer
Production-Secondary,r53-0e6c250,2026-06,0.0,0.0,8698141,13.05,Route 53,Health checks
Shared-Services,nat-0d10205,2026-06,606.4,0.0,0,138.34,NAT Gateway,Staging VPC NAT
ML-Training,rds-0b52197,2026-06,636.1,706.8,0,1484.27,RDS,db.m5.xlarge analytics DB
Partner-Integration,ddb-03d4797,2026-06,564.4,39.2,62709692,440.93,DynamoDB,Session store table
Finance-Systems,s3-0243583,2026-06,0.0,69.5,34757401,225.92,S3,Static website hosting
Partner-Integration,kin-1069401,2026-06,892.3,0.0,37180155,542.83,Kinesis,Data stream ingestion
Production-Main,kin-0ab3175,2026-06,729.5,0.0,30395440,443.77,Kinesis,Data stream ingestion
Marketing-Platform,sqs-01dc694,2026-06,0.0,0.0,55713295,27.86,SQS,Order processing queue
Customer-Portal,ebs-0da4750,2026-06,0.0,549.7,0,343.53,EBS,io2 volumes database
QA-Testing,lam-0e97658,2026-06,0.0,0.0,3394509,23.76,Lambda,Webhook processor
Edge-Network,kin-0317180,2026-06,546.1,0.0,15170359,221.49,Kinesis,Firehose delivery
Shared-Services,r53-0198426,2026-06,0.0,0.0,8571771,12.86,Route 53,Health checks
Internal-Tools,sqs-02ad468,2026-06,0.0,0.0,37605139,18.8,SQS,Event notification queue
Internal-Tools,ses-0971417,2026-06,0.0,0.0,2947165,3.54,SES,Transactional email
Internal-Tools,sqs-0595574,2026-06,0.0,0.0,54204309,27.1,SQS,Order processing queue
Data-Science,i-0e57691,2026-06,345.0,0.0,0,1000.84,EC2,c5.2xlarge HPC node
Partner-Integration,sm-04a9467,2026-06,0.0,0.0,1294997,5.18,Secrets Manager,Application secrets
Partner-Integration,ec-10a3752,2026-06,460.4,0.0,0,165.72,ElastiCache,Redis staging cluster
Production-Main,s3-09f4341,2026-06,0.0,10360.0,647497,259.0,S3,Log archive bucket
Production-Secondary,i-007c627,2026-06,546.7,0.0,0,947.68,EC2,r5.xlarge cache server
Customer-Portal,ses-071f490,2026-06,0.0,0.0,692009,0.83,SES,Marketing email
Compliance-Audit,sm-10f2477,2026-06,0.0,0.0,1373288,5.49,Secrets Manager,Application secrets
Internal-Tools,ebs-0f72121,2026-06,0.0,1487.0,0,185.88,EBS,gp3 volumes production
Security-Ops,ecs-0d3c531,2026-06,500.1,0.0,0,912.67,ECS,Fargate API cluster
Shared-Services,r53-0ff4269,2026-06,0.0,0.0,66611420,99.91,Route 53,DNS hosting
ML-Training,ebs-05fc988,2026-06,0.0,4127.9,0,185.76,EBS,st1 volumes archive
QA-Testing,lam-0998741,2026-06,0.0,0.0,4286681,30.22,Lambda,Image resizer
Customer-Portal,elb-0aee879,2026-06,767.1,0.0,31960949,232.68,ELB,Application load balancer
Security-Ops,ecs-018d725,2026-06,496.3,0.0,0,905.81,ECS,Fargate worker cluster
Compliance-Audit,nat-037e195,2026-06,541.8,0.0,0,123.6,NAT Gateway,Dev VPC NAT
Partner-Integration,sm-09ef617,2026-06,0.0,0.0,1515950,6.07,Secrets Manager,Application secrets
Internal-Tools,ddb-0a2f287,2026-06,834.2,57.9,92682416,651.68,DynamoDB,Session store table
Internal-Tools,rds-02c2514,2026-06,620.9,689.8,0,1448.66,RDS,db.m5.xlarge analytics DB
Compliance-Audit,ec-0fb1705,2026-06,712.5,0.0,0,512.95,ElastiCache,Redis production cluster
Shared-Services,ec-0d88472,2026-06,798.4,0.0,0,287.39,ElastiCache,Redis staging cluster
Compliance-Audit,ses-0627154,2026-06,0.0,0.0,1705082,2.05,SES,Transactional email
Production-Main,r53-0013324,2026-06,0.0,0.0,59085668,88.63,Route 53,DNS hosting
Internal-Tools,rds-0877129,2026-06,835.7,580.3,0,1653.93,RDS,db.r5.large PostgreSQL replica
Production-Main,lam-0007733,2026-06,0.0,0.0,1280583,9.6,Lambda,Cron job runner
Production-Main,s3-0dd8940,2026-06,0.0,48.4,24201087,157.3,S3,Static website hosting
Security-Ops,ebs-0187240,2026-06,0.0,4172.0,0,187.74,EBS,st1 volumes archive
Security-Ops,ecs-05f8138,2026-06,562.6,0.0,0,1026.71,ECS,Fargate API cluster
Customer-Portal,ses-0aec941,2026-06,0.0,0.0,885481,1.07,SES,Marketing email
Security-Ops,ecs-0ef6702,2026-06,559.3,0.0,0,1020.6,ECS,Fargate API cluster
Edge-Network,s3-09b2918,2026-06,0.0,12681.0,126809,291.67,S3,Backup storage bucket
Edge-Network,s3-0cf5556,2026-06,0.0,64.4,32203124,209.31,S3,Static website hosting
Production-Main,i-0a20226,2026-06,670.5,0.0,0,2324.05,EC2,m5.2xlarge batch processor
Data-Science,i-0a5b952,2026-06,704.1,0.0,0,610.17,EC2,m5.large monitoring server
Shared-Services,r53-059e889,2026-06,0.0,0.0,68988165,103.48,Route 53,DNS hosting
Compliance-Audit,i-03a0994,2026-06,734.9,0.0,0,636.92,EC2,m5.large monitoring server
Compliance-Audit,rds-1171475,2026-06,1056.7,733.8,0,2091.29,RDS,db.r5.large PostgreSQL replica
Internal-Tools,nat-042b155,2026-06,551.8,0.0,0,125.88,NAT Gateway,Dev VPC NAT
Production-Secondary,r53-114c994,2026-06,0.0,0.0,8012816,12.02,Route 53,Health checks
Security-Ops,sns-0188907,2026-06,0.0,0.0,9070544,4.54,SNS,Alert notifications
DevOps-Central,ec-1079988,2026-06,728.3,0.0,0,524.36,ElastiCache,Redis production cluster
ML-Training,ebs-0b24521,2026-06,0.0,4753.1,0,213.89,EBS,st1 volumes archive
Shared-Services,r53-0619259,2026-06,0.0,0.0,9048428,13.58,Route 53,Health checks
Compliance-Audit,sm-0632353,2026-06,0.0,0.0,1088670,4.35,Secrets Manager,Application secrets
Edge-Network,i-1150768,2026-06,707.7,0.0,0,2453.55,EC2,r5.2xlarge database server
Security-Ops,s3-0181856,2026-06,0.0,5959.9,9535852,435.07,S3,Media content bucket
Data-Science,i-0dfc213,2026-06,507.8,0.0,0,1759.93,EC2,m5.2xlarge batch processor
Marketing-Platform,i-01e9479,2026-06,569.9,0.0,0,1975.67,EC2,r5.2xlarge database server
Internal-Tools,s3-0a63927,2026-06,0.0,6709.9,419363,167.74,S3,Log archive bucket
Production-Secondary,ec-0078540,2026-06,648.6,0.0,0,467.0,ElastiCache,Redis production cluster
Internal-Tools,sqs-0c61528,2026-06,0.0,0.0,49680585,24.84,SQS,Order processing queue
Internal-Tools,sqs-1152733,2026-06,0.0,0.0,50166062,25.08,SQS,Order processing queue
Edge-Network,rds-031d726,2026-06,562.5,390.6,0,1113.2,RDS,db.r5.large PostgreSQL replica
Finance-Systems,s3-0879414,2026-06,0.0,9736.9,608555,243.42,S3,Log archive bucket
QA-Testing,sm-09d2871,2026-06,0.0,0.0,704311,2.82,Secrets Manager,Application secrets
Internal-Tools,s3-0c64538,2026-06,0.0,4005.5,6408723,292.4,S3,Media content bucket
Marketing-Platform,i-01ea208,2026-06,763.5,0.0,0,331.14,EC2,t3.medium API server
DevOps-Central,ddb-1093975,2026-06,954.8,13.2,6630576,116.03,DynamoDB,Config store table
Customer-Portal,vpn-0c12742,2026-06,1253.2,0.0,0,317.65,VPN Gateway,Client VPN endpoint
Production-Main,kin-001b193,2026-06,760.8,0.0,31700052,462.82,Kinesis,Data stream ingestion
Production-Secondary,s3-0963950,2026-06,0.0,1069.9,2139797,93.61,S3,Artifact storage
Internal-Tools,cf-08a2303,2026-06,0.0,0.0,101743298,508.72,CloudFront,CDN web distribution
ML-Training,ec-0549300,2026-06,1080.4,0.0,0,777.91,ElastiCache,Redis production cluster
Compliance-Audit,s3-04df487,2026-06,0.0,2320.6,13923365,580.14,S3,Production asset storage
ML-Training,i-04f5359,2026-06,804.3,0.0,0,697.01,EC2,m5.large monitoring server
ML-Training,rds-0a96205,2026-06,569.3,632.6,0,1328.45,RDS,db.m5.xlarge analytics DB
ML-Training,r53-0371230,2026-06,0.0,0.0,11819489,17.73,Route 53,Health checks
Marketing-Platform,rds-0657267,2026-06,447.8,124.4,0,528.6,RDS,db.t3.medium MySQL staging
Marketing-Platform,rds-10d6482,2026-06,628.0,174.4,0,566.92,RDS,db.t3.large development DB
ML-Training,r53-05ab480,2026-06,0.0,0.0,13247675,19.87,Route 53,Health checks
Marketing-Platform,sm-0b4d765,2026-06,0.0,0.0,1085383,4.35,Secrets Manager,Application secrets
Marketing-Platform,rds-07a0415,2026-06,453.2,125.9,0,535.03,RDS,db.t3.medium MySQL staging
Edge-Network,s3-08f1673,2026-06,0.0,1075.9,2151933,94.14,S3,Artifact storage
ML-Training,rs-072c560,2026-06,0.0,0.0,4381546,219.08,Redshift,Spectrum queries
Internal-Tools,s3-02bd407,2026-06,0.0,7385.9,461618,184.65,S3,Log archive bucket
ML-Training,ebs-0974587,2026-06,0.0,707.3,0,442.01,EBS,io2 volumes database
Customer-Portal,i-0930835,2026-06,544.8,0.0,0,39.76,EC2,t3.micro bastion host
Security-Ops,s3-0771322,2026-06,0.0,19577.4,3915473,685.2,S3,Data lake raw zone
Data-Science,i-0d23982,2026-06,392.0,0.0,0,1136.65,EC2,c5.2xlarge HPC node
Finance-Systems,s3-08dd455,2026-06,0.0,5239.5,8383207,382.49,S3,Media content bucket
Compliance-Audit,ses-0592338,2026-06,0.0,0.0,1646803,1.98,SES,Transactional email
Internal-Tools,ec-0eb3410,2026-06,544.6,0.0,0,392.03,ElastiCache,Redis production cluster
Internal-Tools,s3-09aa761,2026-06,0.0,37.0,18531881,120.46,S3,Static website hosting
Compliance-Audit,sm-1017804,2026-06,0.0,0.0,1095276,4.38,Secrets Manager,Application secrets
